organization,type,gender,name,link,,,
HKSCDA,Cat,M,龍仔,https://hkscda.com/animal/id/2083,https://www.facebook.com/siuyeongHKAdopt/posts/339223921205339,https://www.instagram.com/p/CRRHuiIjciO/,https://t.me/siuyeongHKAdopt/464
SAA,Cat,M,Michael,https://www.saa.org.hk/zh/ad_detail.php?id=122,https://www.facebook.com/siuyeongHKAdopt/posts/338567107937687,https://www.instagram.com/p/CROfliVD5nb/,https://t.me/siuyeongHKAdopt/463
HKAAC,Cat,F,寶寶,https://www.hk-aac.org.hk/貓狗領養?product_id=1697,https://www.facebook.com/siuyeongHKAdopt/posts/337559121371819,https://www.instagram.com/p/CRK_cOJj59k/,https://t.me/siuyeongHKAdopt/462
HKHERP,Turtle,N/A,側田,https://www.hkherp.org.hk/product-page/黃頭側頸龜-側田,https://www.facebook.com/siuyeongHKAdopt/posts/336912038103194,https://www.instagram.com/p/CRIdHo9DHbV/,https://t.me/siuyeongHKAdopt/461
Hong Kong Rabit Society,Rabbit,F,Fan Fan,https://www.hkrabbit.org/?cat=4&rabbitID=14787,https://www.facebook.com/siuyeongHKAdopt/posts/336481201479611,https://www.instagram.com/p/CRGys0fj9gC/,https://t.me/siuyeongHKAdopt/460
Hong Kong Dog Rescue,Dog,F,Peppa,https://hongkongdogrescue.com/dogs/Peppa/,https://www.facebook.com/siuyeongHKAdopt/posts/335821351545596,https://www.instagram.com/p/CREPBY5jmO2/,https://t.me/siuyeongHKAdopt/459
SPCA,Dog,M,Ah Bob,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=503586,https://www.facebook.com/siuyeongHKAdopt/posts/335135728280825,https://www.instagram.com/p/CRBo917Dx4Y/,https://t.me/siuyeongHKAdopt/458
Paws United Charity,Dog,F,Morel,https://www.instagram.com/p/CQ7_wp_DjsB/,https://www.facebook.com/siuyeongHKAdopt/posts/334479021679829,https://www.instagram.com/p/CQ_IDvljdfV/,https://t.me/siuyeongHKAdopt/457
HKSCDA,Cat,F,桃子,https://hkscda.com/animal/id/2070,https://www.facebook.com/siuyeongHKAdopt/posts/333836668410731,https://www.instagram.com/p/CQ8kCmvjw89/,https://t.me/siuyeongHKAdopt/456
SAA,Cat,M,Beetle,https://www.saa.org.hk/zh/ad_detail.php?id=124,https://www.facebook.com/siuyeongHKAdopt/posts/332860085175056,https://www.instagram.com/p/CQ428SWD_hg/,https://t.me/siuyeongHKAdopt/455
HKAAC,Dog,M,法法,https://www.hk-aac.org.hk/貓狗領養?product_id=1696,https://www.facebook.com/siuyeongHKAdopt/posts/332262171901514,https://www.instagram.com/p/CQ2akeqDGcN/,https://t.me/siuyeongHKAdopt/454
HKHERP,Turtle,F,大餅,https://www.hkherp.org.hk/product-page/巴西龜-大餅,https://www.facebook.com/siuyeongHKAdopt/posts/331870978607300,https://www.instagram.com/p/CQ02k0vjajn/,https://t.me/siuyeongHKAdopt/453
Hong Kong Rabit Society,Rabbit,M,Pekkle,https://www.hkrabbit.org/?cat=4&rabbitID=15014,https://www.facebook.com/siuyeongHKAdopt/posts/330970985363966,https://www.instagram.com/p/CQxTqbWDcaO/,https://t.me/siuyeongHKAdopt/452
Hong Kong Dog Rescue,Dog,M,Remy,https://hongkongdogrescue.com/dogs/Remy/,https://www.facebook.com/siuyeongHKAdopt/posts/330473542080377,https://www.instagram.com/p/CQvbHnlDMYG/,https://t.me/siuyeongHKAdopt/451
SPCA,Turtle,N/A,Ah Fuk,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=509420,https://www.facebook.com/siuyeongHKAdopt/posts/329861008808297,https://www.instagram.com/p/CQtDe3-jexb/,https://t.me/siuyeongHKAdopt/450
Paws United Charity,Dog,F,Pasty,https://www.instagram.com/p/CQqPR4DDQwo/,https://www.facebook.com/siuyeongHKAdopt/posts/329199258874472,https://www.instagram.com/p/CQqfDE_j1nZ/,https://t.me/siuyeongHKAdopt/449
HKSCDA,Cat,M,Boo Bee,https://hkscda.com/animal/id/2054,https://www.facebook.com/siuyeongHKAdopt/posts/328340942293637,https://www.instagram.com/p/CQm_beMDb8a/,https://t.me/siuyeongHKAdopt/447
SAA,Cat,F,Z,https://www.saa.org.hk/zh/ad_detail.php?id=125,https://www.facebook.com/siuyeongHKAdopt/posts/327682472359484,https://www.instagram.com/p/CQkebK1jA1G/,https://t.me/siuyeongHKAdopt/446
HKAAC,Dog,M,Max,https://www.hk-aac.org.hk/貓狗領養?product_id=1694,https://www.facebook.com/siuyeongHKAdopt/posts/327238619070536,https://www.instagram.com/p/CQi0xRpj3uA/,https://t.me/siuyeongHKAdopt/445
HKHERP,Turtle,N/A,冇膽鬼,https://www.hkherp.org.hk/product-page/地圖龜-冇膽鬼,https://www.facebook.com/siuyeongHKAdopt/posts/326578289136569,https://www.instagram.com/p/CQgPJiMDl9i/,https://t.me/siuyeongHKAdopt/444
Hong Kong Rabit Society,Rabbit,F,Melty,https://www.hkrabbit.org/?cat=4&rabbitID=15309,https://www.facebook.com/siuyeongHKAdopt/posts/325951065865958,https://www.instagram.com/p/CQdtw41jNtm/,https://t.me/siuyeongHKAdopt/443
Hong Kong Dog Rescue,Dog,M,Malcolm,https://hongkongdogrescue.com/dogs/Malcolm/,https://www.facebook.com/siuyeongHKAdopt/posts/325251302602601,https://www.instagram.com/p/CQbC9ikjRkJ/,https://t.me/siuyeongHKAdopt/442
SPCA,Dog,M,Thor,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=502501,https://www.facebook.com/siuyeongHKAdopt/posts/324649762662755,https://www.instagram.com/p/CQYiJ83j7m1/,https://t.me/siuyeongHKAdopt/441
Paws United Charity,Dog,M,Jambon,https://www.instagram.com/p/CQK_UpxjLTC/,https://www.facebook.com/siuyeongHKAdopt/posts/323796096081455,https://www.instagram.com/p/CQU6NWZDioc/,https://t.me/siuyeongHKAdopt/440
HKSCDA,Cat,M,肥仔,https://hkscda.com/animal/id/2032,https://www.facebook.com/siuyeongHKAdopt/posts/323159429478455,https://www.instagram.com/p/CQSS7Jyj2a6/,https://t.me/siuyeongHKAdopt/439
SAA,Cat,M,O仔,https://www.saa.org.hk/zh/ad_detail.php?id=126,https://www.facebook.com/siuyeongHKAdopt/posts/322458699548528,https://www.instagram.com/p/CQPpHu0jxaj/,https://t.me/siuyeongHKAdopt/438
HKAAC,Dog,M,亞東,https://www.hk-aac.org.hk/貓狗領養?product_id=103,https://www.facebook.com/siuyeongHKAdopt/posts/322096269584771,https://www.instagram.com/p/CQON4NpjPby/,https://t.me/siuyeongHKAdopt/437
HKHERP,Turtle,F,ViVi,https://www.hkherp.org.hk/product-page/巴西龜-vivi,https://www.facebook.com/siuyeongHKAdopt/posts/321433979651000,https://www.instagram.com/p/CQLmo8ejyZP/,https://t.me/siuyeongHKAdopt/436
Hong Kong Rabit Society,Rabbit,F,Eleven,https://www.hkrabbit.org/?cat=4&rabbitID=15329,https://www.facebook.com/siuyeongHKAdopt/posts/320808666380198,https://www.instagram.com/p/CQJBZd9jJnk/,https://t.me/siuyeongHKAdopt/435
Hong Kong Dog Rescue,Dog,M,Greyson,https://hongkongdogrescue.com/dogs/Greyson/,https://www.facebook.com/siuyeongHKAdopt/posts/319894926471572,https://www.instagram.com/p/CQFa1IUjJjK/,https://t.me/siuyeongHKAdopt/434
SPCA,Turtle,N/A,Berry,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=509424,https://www.facebook.com/siuyeongHKAdopt/posts/319411329853265,https://www.instagram.com/p/CQDoC50jUJz/,https://t.me/siuyeongHKAdopt/433
Paws United Charity,Dog,M,Forky,https://www.instagram.com/p/CP2TFspDrVg/,https://www.facebook.com/siuyeongHKAdopt/posts/319236353204096,https://www.instagram.com/p/CQC6_6aDH7P/,https://t.me/siuyeongHKAdopt/432
HKSCDA,Cat,M,Zombie,https://hkscda.com/animal/id/2018,https://www.facebook.com/siuyeongHKAdopt/posts/318601386600926,https://www.instagram.com/p/CQAWnsJDlFV/,https://t.me/siuyeongHKAdopt/431
SAA,Cat,F,Mei Mei,https://www.saa.org.hk/zh/ad_detail.php?id=128,https://www.facebook.com/siuyeongHKAdopt/posts/318179623309769,https://www.instagram.com/p/CP-2XX3jvr1/,https://t.me/siuyeongHKAdopt/430
HKAAC,Dog,F,一筒,https://www.hk-aac.org.hk/貓狗領養?product_id=95,https://www.facebook.com/siuyeongHKAdopt/posts/317497380044660,https://www.instagram.com/p/CP8JO-GjJBB/,https://t.me/siuyeongHKAdopt/429
HKHERP,Turtle,F,夏蝦霞,https://www.hkherp.org.hk/product-page/巴西龜-夏蝦霞,https://www.facebook.com/siuyeongHKAdopt/posts/316853123442419,https://www.instagram.com/p/CP5nCG7pMNv/,https://t.me/siuyeongHKAdopt/428
Hong Kong Rabit Society,Rabbit,M,Luka,https://www.hkrabbit.org/?cat=4&rabbitID=15442,https://www.facebook.com/siuyeongHKAdopt/posts/316220146839050,https://www.instagram.com/p/CP3BCmcjo7X/,https://t.me/siuyeongHKAdopt/427
Hong Kong Dog Rescue,Dog,M,Cheerio,https://hongkongdogrescue.com/dogs/Cheerio/,https://www.facebook.com/siuyeongHKAdopt/posts/315541230240275,https://www.instagram.com/p/CP0bku3DheF/,https://t.me/siuyeongHKAdopt/426
SPCA,Turtle,F,Honu,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=500491,https://www.facebook.com/siuyeongHKAdopt/posts/314710203656711,https://www.instagram.com/p/CPxGvsmjrq1/,https://t.me/siuyeongHKAdopt/425
Paws United Charity,Dog,M,Sark,https://www.instagram.com/p/CPkCAplDTT4/,https://www.facebook.com/siuyeongHKAdopt/posts/313957713731960,https://www.instagram.com/p/CPuX_YPjd20/,https://t.me/siuyeongHKAdopt/424
HKSCDA,Cat,F,Ruby,https://hkscda.com/animal/id/2016,https://www.facebook.com/siuyeongHKAdopt/posts/313515323776199,https://www.instagram.com/p/CPswUy5DdDg/,https://t.me/siuyeongHKAdopt/423
SAA,Cat,F,Ching Ching,https://www.saa.org.hk/zh/ad_detail.php?id=129,https://www.facebook.com/siuyeongHKAdopt/posts/312801080514290,https://www.instagram.com/p/CPqJ3A9D2L2/,https://t.me/siuyeongHKAdopt/422
HKAAC,Dog,F,Shinny,https://www.hk-aac.org.hk/貓狗領養?product_id=91,https://www.facebook.com/siuyeongHKAdopt/posts/312131730581225,https://www.instagram.com/p/CPng7YQjZXX/,https://t.me/siuyeongHKAdopt/421
HKHERP,Turtle,F,Vernie,https://www.hkherp.org.hk/product-page/巴西龜-vernie,https://www.facebook.com/siuyeongHKAdopt/posts/311477980646600,https://www.instagram.com/p/CPk9EGXjAQT/,https://t.me/siuyeongHKAdopt/420
Hong Kong Rabit Society,Rabbit,M,Pritt,https://www.hkrabbit.org/?cat=4&rabbitID=16076,https://www.facebook.com/siuyeongHKAdopt/posts/310863144041417,https://www.instagram.com/p/CPia3lYjwQC/,https://t.me/siuyeongHKAdopt/419
Hong Kong Dog Rescue,Dog,F,Lola,https://hongkongdogrescue.com/dogs/Lola/,https://www.facebook.com/siuyeongHKAdopt/posts/310014804126251,https://www.instagram.com/p/CPe3akyjovW/,https://t.me/siuyeongHKAdopt/418
SPCA,Dog,M,Blackberry,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=500601,https://www.facebook.com/siuyeongHKAdopt/posts/309390207522044,https://www.instagram.com/p/CPcVynTD4kY/,https://t.me/siuyeongHKAdopt/417
Paws United Charity,Dog,F,Parma,https://www.instagram.com/p/CPaIY3dDKP3/,https://www.facebook.com/siuyeongHKAdopt/posts/308990687561996,https://www.instagram.com/p/CPauc7pjcoR/,https://t.me/siuyeongHKAdopt/416
HKSCDA,Cat,M,陳皮,https://hkscda.com/animal/id/1988,https://www.facebook.com/siuyeongHKAdopt/posts/308318510962547,https://www.instagram.com/p/CPYIKGhjtKF/,https://t.me/siuyeongHKAdopt/415
SAA,Cat,F,Yan Yan,https://www.saa.org.hk/zh/ad_detail.php?id=131,https://www.facebook.com/siuyeongHKAdopt/posts/307654337695631,https://www.instagram.com/p/CPVhx_qjgiq/,https://t.me/siuyeongHKAdopt/414
HKAAC,Dog,M,多多,https://www.hk-aac.org.hk/貓狗領養?product_id=1687,https://www.facebook.com/siuyeongHKAdopt/posts/307026317758433,https://www.instagram.com/p/CPS8oyLjl2e/,https://t.me/siuyeongHKAdopt/413
HKHERP,Turtle,F,ViVi,https://www.hkherp.org.hk/product-page/巴西龜-vivi,https://www.facebook.com/siuyeongHKAdopt/posts/306400834487648,https://www.instagram.com/p/CPQWyyMjxGu/,https://t.me/siuyeongHKAdopt/412
Hong Kong Rabit Society,Rabbit,F,Kimchi,https://www.hkrabbit.org/?cat=4&rabbitID=16147,https://www.facebook.com/siuyeongHKAdopt/posts/305490311245367,https://www.instagram.com/p/CPM1zvwDmT0/,https://t.me/siuyeongHKAdopt/411
Hong Kong Dog Rescue,Dog,F,Lexi,https://hongkongdogrescue.com/dogs/Lexi/,https://www.facebook.com/siuyeongHKAdopt/posts/304901537970911,https://www.instagram.com/p/CPKUU0-j7D8/,https://t.me/siuyeongHKAdopt/410
SPCA,Dog,F,Luna,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=504107,https://www.facebook.com/siuyeongHKAdopt/posts/304484388012626,https://www.instagram.com/p/CPIr-9QjF9j/,https://t.me/siuyeongHKAdopt/409
Paws United Charity,Cat,M,Kura,https://www.instagram.com/p/CPBGrm2j1eD/,https://www.facebook.com/siuyeongHKAdopt/posts/303841578076907,https://www.instagram.com/p/CPGGGn1D_qG/,https://t.me/siuyeongHKAdopt/408
HKSCDA,Cat,F,Tobi,https://hkscda.com/animal/id/1984,https://www.facebook.com/siuyeongHKAdopt/posts/302972464830485,https://www.instagram.com/p/CPCpLD6DVru/,https://t.me/siuyeongHKAdopt/407
SAA,Cat,F,悠悠,https://www.saa.org.hk/zh/ad_detail.php?id=132,https://www.facebook.com/siuyeongHKAdopt/posts/302492891545109,https://www.instagram.com/p/CPA9GvTDNt2/,https://t.me/siuyeongHKAdopt/406
HKAAC,Dog,M,熊仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1688,https://www.facebook.com/siuyeongHKAdopt/posts/301849781609420,https://www.instagram.com/p/CO-ZvUVDnij/,https://t.me/siuyeongHKAdopt/405
HKHERP,Turtle,F,夏蝦霞,https://www.hkherp.org.hk/product-page/巴西龜-夏蝦霞,https://www.facebook.com/siuyeongHKAdopt/posts/301059901688408,https://www.instagram.com/p/CO7Ndd1D0bo/,https://t.me/siuyeongHKAdopt/404
Hong Kong Rabit Society,Rabbit,M,Arroyo,https://www.hkrabbit.org/?cat=4&rabbitID=16192,https://www.facebook.com/siuyeongHKAdopt/posts/300939351700463,https://www.instagram.com/p/CO6uejYDkwt/,https://t.me/siuyeongHKAdopt/403
Hong Kong Dog Rescue,Dog,F,Sienna,https://hongkongdogrescue.com/dogs/Sienna/,https://www.facebook.com/siuyeongHKAdopt/posts/300340328427032,https://www.instagram.com/p/CO4S-2ojr--/,https://t.me/siuyeongHKAdopt/402
SPCA,Dog,M,Thor,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=502501,https://www.facebook.com/siuyeongHKAdopt/posts/299932545134477,https://www.instagram.com/p/CO2qjH1jNek/,https://t.me/siuyeongHKAdopt/401
Paws United Charity,Dog,M,Drew,https://www.instagram.com/p/COw2nAvDVNX/,https://www.facebook.com/siuyeongHKAdopt/posts/299222481872150,https://www.instagram.com/p/CO0HGnVDkaA/,https://t.me/siuyeongHKAdopt/400
HKSCDA,Cat,M,包包,https://hkscda.com/animal/id/1985,https://www.facebook.com/siuyeongHKAdopt/posts/298565321937866,https://www.instagram.com/p/COxiMxwjwSF/,https://t.me/siuyeongHKAdopt/399
SAA,Cat,F,Wasabi,https://www.saa.org.hk/zh/ad_detail.php?id=133,https://www.facebook.com/siuyeongHKAdopt/posts/297882585339473,https://www.instagram.com/p/COu3Czxj2k7/,https://t.me/siuyeongHKAdopt/398
HKAAC,Dog,F,小米,https://www.hk-aac.org.hk/貓狗領養?product_id=1690,https://www.facebook.com/siuyeongHKAdopt/posts/297250002069398,https://www.instagram.com/p/COsWlgrDlDF/,https://t.me/siuyeongHKAdopt/397
HKHERP,Snake,N/A,關公,https://www.hkherp.org.hk/product-page/粟米蛇-關公,https://www.facebook.com/siuyeongHKAdopt/posts/296273898833675,https://www.instagram.com/p/COozuJQDbnp/,https://t.me/siuyeongHKAdopt/396
Hong Kong Rabit Society,Rabbit,M,Otis,https://www.hkrabbit.org/?cat=4&rabbitID=16263,https://www.facebook.com/siuyeongHKAdopt/posts/295612305566501,https://www.instagram.com/p/COmQzodjAki/,https://t.me/siuyeongHKAdopt/395
Hong Kong Dog Rescue,Dog,M,Finn,https://hongkongdogrescue.com/dogs/Finn/,https://www.facebook.com/siuyeongHKAdopt/posts/295187772275621,https://www.instagram.com/p/COklQ4YDKoM/,https://t.me/siuyeongHKAdopt/394
SPCA,Cat,M,Choco,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=505112,https://www.facebook.com/siuyeongHKAdopt/posts/294925452301853,https://www.instagram.com/p/COji8GwDoWK/,https://t.me/siuyeongHKAdopt/393
Paws United Charity,Cat,F,Jojo,https://www.instagram.com/p/COfKHjPDrcW/,https://www.facebook.com/siuyeongHKAdopt/posts/294542689006796,https://www.instagram.com/p/COh_ygWjrtc/,https://t.me/siuyeongHKAdopt/392
HKSCDA,Cat,M,禮服俠,https://hkscda.com/animal/id/1980,https://www.facebook.com/siuyeongHKAdopt/posts/293912965736435,https://www.instagram.com/p/COfeV68Dnh1/,https://t.me/siuyeongHKAdopt/391
SAA,Cat,F,小白,https://www.saa.org.hk/zh/ad_detail.php?id=135,https://www.facebook.com/siuyeongHKAdopt/posts/293222342472164,https://www.instagram.com/p/COc3sIhDb12/,https://t.me/siuyeongHKAdopt/390
HKAAC,Cat,F,毛毛豬,https://www.hk-aac.org.hk/貓狗領養?product_id=1686,https://www.facebook.com/siuyeongHKAdopt/posts/292606019200463,https://www.instagram.com/p/COaS1zljb2z/,https://t.me/siuyeongHKAdopt/389
HKHERP,Turtle,N/A,草泥馬,https://www.hkherp.org.hk/product-page/草龜-草泥馬,https://www.facebook.com/siuyeongHKAdopt/posts/291767299284335,https://www.instagram.com/p/COWtBKBjApN/,https://t.me/siuyeongHKAdopt/388
Hong Kong Rabit Society,Rabbit,M,Chester,https://www.hkrabbit.org/?cat=4&rabbitID=16492,https://www.facebook.com/siuyeongHKAdopt/posts/291172852677113,https://www.instagram.com/p/COUP-4njA7_/,https://t.me/siuyeongHKAdopt/387
Hong Kong Dog Rescue,Dog,M,Hudson,https://hongkongdogrescue.com/dogs/hudson/,https://www.facebook.com/siuyeongHKAdopt/posts/290741706053561,https://www.instagram.com/p/COSigcYDLLf/,https://t.me/siuyeongHKAdopt/386
SPCA,Dog,M,Cola,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=504855,https://www.facebook.com/siuyeongHKAdopt/posts/290103429450722,https://www.instagram.com/p/COQFAHJj-V7/,https://t.me/siuyeongHKAdopt/385
Paws United Charity,Dog,M,Caviar,https://www.instagram.com/p/COJ7b9gDJ7X/,https://www.facebook.com/siuyeongHKAdopt/posts/289416426186089,https://www.instagram.com/p/CONcK-1jcqY/,https://t.me/siuyeongHKAdopt/384
HKSCDA,Cat,M,Barlow,https://hkscda.com/animal/id/1955,https://www.facebook.com/siuyeongHKAdopt/posts/288894399571625,https://www.instagram.com/p/COLQCa6j_PX/,https://t.me/siuyeongHKAdopt/383
SAA,Cat,F,Cody,https://www.saa.org.hk/zh/ad_detail.php?id=211,https://www.facebook.com/siuyeongHKAdopt/posts/288109309650134,https://www.instagram.com/p/COIRNTvDHW8/,https://t.me/siuyeongHKAdopt/382
HKAAC,Dog,M,Jordan,https://www.hk-aac.org.hk/貓狗領養?product_id=1678,https://www.facebook.com/siuyeongHKAdopt/posts/287217763072622,https://www.instagram.com/p/COEuprkjbCW/,https://t.me/siuyeongHKAdopt/381
HKHERP,Turtle,N/A,姑丈,https://www.hkherp.org.hk/product-page/紅耳龜-姑丈,https://www.facebook.com/siuyeongHKAdopt/posts/286454823148916,https://www.instagram.com/p/COCHqkqjmXZ/,https://t.me/siuyeongHKAdopt/380
Hong Kong Rabit Society,Rabbit,F,Tally,https://www.hkrabbit.org/?cat=4&rabbitID=16511,https://www.facebook.com/siuyeongHKAdopt/posts/286032049857860,https://www.instagram.com/p/COAnWy1jxae/,https://t.me/siuyeongHKAdopt/379
Hong Kong Dog Rescue,Dog,F,Kanga,https://hongkongdogrescue.com/dogs/Kanga/,https://www.facebook.com/siuyeongHKAdopt/posts/285346376593094,https://www.instagram.com/p/CN9-B_jDbIE/,https://t.me/siuyeongHKAdopt/378
SPCA,Turtle,N/A,Jones,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=500720,https://www.facebook.com/siuyeongHKAdopt/posts/284675403326858,https://www.instagram.com/p/CN7ZgBdDtgc/,https://t.me/siuyeongHKAdopt/377
Paws United Charity,Cat,F,Leica,https://www.instagram.com/p/CNwUSVXDu5B/,https://www.facebook.com/siuyeongHKAdopt/posts/284037743390624,https://www.instagram.com/p/CN41vKIjvfR/,https://t.me/siuyeongHKAdopt/376
HKSCDA,Cat,F,吉祥,https://hkscda.com/animal/id/1946,https://www.facebook.com/siuyeongHKAdopt/posts/283383973456001,https://www.instagram.com/p/CN2NZZRDCEQ/,https://t.me/siuyeongHKAdopt/375
SAA,Cat,F,Cora,https://www.saa.org.hk/zh/ad_detail.php?id=212,https://www.facebook.com/siuyeongHKAdopt/posts/282537900207275,https://www.instagram.com/p/CNyzhn1jQGX/,https://t.me/siuyeongHKAdopt/374
HKAAC,Dog,M,Mo仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1091,https://www.facebook.com/siuyeongHKAdopt/posts/281872370273828,https://www.instagram.com/p/CNwKrCCD_6R/,https://t.me/siuyeongHKAdopt/373
HKHERP,Turtle,M,巴打,https://www.hkherp.org.hk/product-page/紅耳龜-巴打,https://www.facebook.com/siuyeongHKAdopt/posts/281426603651738,https://www.instagram.com/p/CNuharTj6Ii/,https://t.me/siuyeongHKAdopt/372
Hong Kong Rabit Society,Rabbit,M,Matic,https://www.hkrabbit.org/?cat=4&rabbitID=16593,https://www.facebook.com/siuyeongHKAdopt/posts/280763750384690,https://www.instagram.com/p/CNsADP6DAfk/,https://t.me/siuyeongHKAdopt/371
Hong Kong Dog Rescue,Dog,F,Sophie,https://hongkongdogrescue.com/dogs/Sophie/,https://www.facebook.com/siuyeongHKAdopt/posts/280063800454685,https://www.instagram.com/p/CNpUqF6Dp7D/,https://t.me/siuyeongHKAdopt/370
SPCA,Dog,F,Mina,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=503702,https://www.facebook.com/siuyeongHKAdopt/posts/279406093853789,https://www.instagram.com/p/CNmzPJ1jBVO/,https://t.me/siuyeongHKAdopt/369
Paws United Charity,Dog,M,Macchiato,https://www.instagram.com/p/CNjO12TjPLC/,https://www.facebook.com/siuyeongHKAdopt/posts/278773960583669,https://www.instagram.com/p/CNkNbpSjszQ/,https://t.me/siuyeongHKAdopt/368
HKSCDA,Cat,F,Donut,https://hkscda.com/animal/id/1914,https://www.facebook.com/siuyeongHKAdopt/posts/277983087329423,https://www.instagram.com/p/CNhVZOsjAod/,https://t.me/siuyeongHKAdopt/367
HKSCDA,Cat,F,Cupcake,https://hkscda.com/animal/id/1913,https://www.facebook.com/siuyeongHKAdopt/posts/277983087329423,https://www.instagram.com/p/CNhVZOsjAod/,https://t.me/siuyeongHKAdopt/367
SAA,Cat,F,Doddie,https://www.saa.org.hk/zh/ad_detail.php?id=140,https://www.facebook.com/siuyeongHKAdopt/posts/277821104012288,https://www.instagram.com/p/CNgsb57Dmab/,https://t.me/siuyeongHKAdopt/366
HKAAC,Cat,M,豬仔包,https://www.hk-aac.org.hk/貓狗領養?product_id=1677,https://www.facebook.com/siuyeongHKAdopt/posts/277205787407153,https://www.instagram.com/p/CNeUqeWjJ9o/,https://t.me/siuyeongHKAdopt/365
